path,audio,transcription,english_transcription,intent_class,lang_id,similarity,tts_time
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026613cdc3604f481bcb354.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026613cdc3604f481bcb354.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",una persona que quiere una tarjeta y pregunta si puede pagar las cosas cuando está en otro país y por si tiene que hacer algo antes de irse de vacaciones,a person who wants a card and asks if they can pay for things when they are in another country and if they have to do something before going on vacation,0,5,0.8966403007507324,6.6177732944488525
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60265d77dc3604f481bcb305.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60265d77dc3604f481bcb305.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00048828, 0.00244141,
       0.00244141]), 'sampling_rate': 8000}",buenas tengo una tarjeta de crédito con su banco y me gustaría saber que funcionar el extranjero porque me voy de vacaciones semana que viene gracias,good I have a credit card with your bank and I would like to know what works abroad because I am going on vacation next week thanks,0,5,0.8640828728675842,6.822125434875488
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026643ddc3604f481bcb40c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026643ddc3604f481bcb40c.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
       -0.00073242, -0.00073242]), 'sampling_rate': 8000}",hola buenas tardes quiero saber las condiciones de la tarjeta en el extranjero por ejemplo en estos,"Hello, good afternoon, I want to know the conditions of the card abroad, for example in these",0,5,0.931901752948761,7.870723247528076
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266368c7abb7f83213828f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266368c7abb7f83213828f.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00073242,
        0.00097656,  0.00097656]), 'sampling_rate': 8000}",hola buenas tardes necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los Estados Unidos próximamente y si tengo que hacer alguna gestión para que activarla gracias,"Hello, good afternoon, I need to know if I need to make any changes to my card to use it abroad because I am going to travel to the United States soon and if I have to do anything to activate it, thank you",0,5,0.9134305715560913,10.062061309814453
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60265d10c7abb7f832138128.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60265d10c7abb7f832138128.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",funcionará la tarjeta que ya tengo en el extranjero,the card I already have abroad will work,0,5,0.8162402510643005,3.271319627761841
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60265daddc3604f481bcb310.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60265daddc3604f481bcb310.wav', 'array': array([0.00024414, 0.        , 0.00024414, ..., 0.00073242, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",hola buenos días a ver el motivo de mi llamada era para preguntar si es posible usar mi tarjeta en el extranjero y si es posible si tiene algún tipo de corte de comisión etcétera,hello good morning to see the reason for my call was to ask if it is possible to use my card abroad and if possible if it has some kind of commission cut and so on,0,5,0.8701896071434021,11.719182252883911
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026641ddc3604f481bcb3f8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026641ddc3604f481bcb3f8.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00195312,
       -0.00402832, -0.00402832]), 'sampling_rate': 8000}",hola buenas quería saber si podía utilizar mi tarjeta de débito del Banco en el extranjero,hello good I wanted to know if I could use my debit card from the Bank abroad,0,5,0.6858163475990295,6.800933599472046
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\602661f3c7abb7f8321381c4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\602661f3c7abb7f8321381c4.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.00073242, 0.00073242,
       0.00048828]), 'sampling_rate': 8000}",hola buenos días me gustaría saber si mi tarjeta es operativa en otros países que no sea España porque es que voy a ir de vacaciones a Estados Unidos y tengo que hacer algún procedimiento o algo para poder estar allí,hello good morning I would like to know if my card is operative in other countries than Spain because I am going to go on vacation to the United States and I have to do some procedure or something to be there,0,5,0.8888529539108276,16.74246573448181
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026619adc3604f481bcb36d.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026619adc3604f481bcb36d.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",hola quería saber si es que con mi tarjeta que tengo del banco la puedo usar en el extranjero,Hello I wanted to know if it is that with my card that I have from the bank I can use it abroad,0,5,0.8101211786270142,4.283788442611694
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\602662b6cfa37e1cf217af6e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\602662b6cfa37e1cf217af6e.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",hola buenos días me voy de vacaciones el próximo mes una semana ser extranjero y me gustaría saber si podría sacar dinero con mi tarjeta de crédito,hello good morning I'm going on vacation next month one week being a foreigner and I would like to know if I could get money with my credit card,0,5,0.8082414865493774,6.62881875038147
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\602661f0c421a821df7c16f8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\602661f0c421a821df7c16f8.wav', 'array': array([ 0.        ,  0.00024414, -0.00024414, ..., -0.01989746,
       -0.01501465, -0.00891113]), 'sampling_rate': 8000}",en la próxima semana tengo pensado hacer un viaje a Estados Unidos por temas de trabajo y necesito quitar de aquí 4 días y mi tarjeta SIM y tarjeta de banco van a servir allí aquí en casa cuando contrario que trámite pertinente vocalizar para poder usar allí el dinero,"In the next week I plan to make a trip to the United States for work issues and I need to take 4 days off from here and my SIM card and bank card will be used there here at home when contrary to the pertinent procedure, vocalize to be able to use the money there",0,5,0.8988974690437317,14.496306657791138
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266157dc3604f481bcb359.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266157dc3604f481bcb359.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",me iba de viaje a Estados Unidos en Albacete,I was going on a trip to the United States in Albacete,0,5,0.8180604577064514,1.9081006050109863
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026641adc3604f481bcb3f7.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026641adc3604f481bcb3f7.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.0012207 , 0.00097656,
       0.00097656]), 'sampling_rate': 8000}",hola buenos días verás si cliente de vuestro banco y quería saber si mi tarjeta funciona en el extranjero en Europa voy a ir hacer unas vacaciones dentro de poco y es importante saberlo gracias,"Hello, good morning, will you see if a client of your bank and I wanted to know if my card works abroad in Europe I am going to take a vacation shortly and it is important to know, thank you",0,5,0.8464422225952148,8.281982898712158
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\602663b2c7abb7f8321382c8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\602663b2c7abb7f8321382c8.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ...,  0.00024414,
       -0.00024414, -0.00048828]), 'sampling_rate': 8000}",hola buenos días llamaba porque me voy a ir de viaje al extranjero y ya estar varias semanas y quería saber si podía utilizar mi tarjeta os tengo que hacer a un chico de gestión para poder utilizarla en el extranjero,"Hello, good morning, I was calling because I'm going to go on a trip abroad and I'll be there for several weeks now and I wanted to know if I could use my card.",0,5,0.8989877700805664,10.56645655632019
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266315c7abb7f832138256.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266315c7abb7f832138256.wav', 'array': array([ 0.        ,  0.00024414,  0.00024414, ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",voy a realizar un viaje al extranjero y me gustaría saber si puedo usar allí mi tarjeta de crédito,I am going abroad and I would like to know if I can use my credit card there,0,5,0.8745484352111816,5.053380727767944
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266043dc3604f481bcb332.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266043dc3604f481bcb332.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.        , 0.        ,
       0.        ]), 'sampling_rate': 8000}",hola buenos buenos días mira quería saber si mi tarjeta si podría utilizar la tarjeta de mi banco para pagos en el extranjero sí sin que me cobren comisiones ni nada por el estilo,"Hello, good morning, look, I wanted to know if my card could use my bank card for payments abroad, yes, without being charged commissions or anything like that",0,5,0.8368343114852905,6.961568355560303
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266182dc3604f481bcb368.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266182dc3604f481bcb368.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00048828, 0.00097656,
       0.0012207 ]), 'sampling_rate': 8000}",buenos días en las próximas semanas voy a estar viajando en el extranjero y quisiera saber si mi tarjeta va a funcionar ahí o si necesito hacer algún paso más para que no me bloquean la tarjeta cuando estés de vacaciones,Good morning in the next few weeks I will be traveling abroad and I would like to know if my card will work there or if I need to do any more steps so that they do not block my card when you are on vacation,0,5,0.9086692929267883,11.04140567779541
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60265fdac7abb7f832138148.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60265fdac7abb7f832138148.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
        0.00024414, -0.00024414]), 'sampling_rate': 8000}",necesito mi tarjeta en el extranjero puedo pagar cosa cuando estoy en Estados Unidos,I need my card abroad I can pay something when I am in the United States,0,5,0.7864114046096802,4.593792915344238
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\602664f4dc3604f481bcb4a4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\602664f4dc3604f481bcb4a4.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.00219727, 0.00146484,
       0.00073242]), 'sampling_rate': 8000}",hola buenas mira llamaba porque tengo una tarjeta de crédito vuestra y quería saber si podía hacer compras en el extranjero con ella como viaje,"Hello good look, I was calling because I have your credit card and I wanted to know if I could make purchases abroad with it as a trip",0,5,0.8843772411346436,7.428122520446777
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266339cfa37e1cf217af78.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266339cfa37e1cf217af78.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",buenos días me gustaría saber si puedo hacer con la tarjeta que tengo actualmente contratada me gustaría saber si puedo hacer transacciones fuera fuera de mi país ya que me voy de vacaciones un tiempo y lo necesito saber para poder sacar dinero en efectivo o tranquilamente con mi tarjeta de crédito,Good morning I would like to know if I can do with the card that I currently have contracted I would like to know if I can make transactions outside my country since I am going on vacation for a while and I need to know to be able to withdraw money in cash or calmly with my card of credit,0,5,0.8879061937332153,11.776622533798218
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\60266221c7abb7f8321381d5.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\60266221c7abb7f8321381d5.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hola buenas tardes mira tengo una tarjeta de crédito con su banco y me gustaría saber si puedo pagar en el extranjero con ella ya que estoy planteando irme,"Hello, good afternoon, look, I have a credit card with your bank and I would like to know if I can pay abroad with it since I am considering leaving",0,5,0.8677099943161011,7.3069422245025635
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ABROAD\6026646ac7abb7f832138311.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ABROAD\\6026646ac7abb7f832138311.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",buenas me gustaría saber si puedo pagar en extranjero ya que me voy a ir de viaje una semana y quería saber si puedo pagar allí con mi tarjeta,good I would like to know if I can pay abroad since I am going to travel for a week and I wanted to know if I can pay there with my card,0,5,0.9027002453804016,6.220152139663696
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266169c7abb7f83213818f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266169c7abb7f83213818f.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",me gustaría cambiar la dirección actual por otra nueva,I would like to change the current address for a new one,1,5,0.8793512582778931,2.6821374893188477
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\602662e0cfa37e1cf217af70.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\602662e0cfa37e1cf217af70.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00073242,
       0.00170898]), 'sampling_rate': 8000}",hola bueno llama quería cambiar mi dirección de la tarjeta,hello well call I wanted to change my card address,1,5,0.862616777420044,2.8787624835968018
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266480dc3604f481bcb43e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266480dc3604f481bcb43e.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ...,  0.00073242,
        0.00048828, -0.00024414]), 'sampling_rate': 8000}",hola buenos días vivo en la calle 2385 de Blue y me gustaría cambiar mi dirección gracias,"Hello, good morning, I live on 2385 Blue Street and I would like to change my address, thank you",1,5,0.803823709487915,7.155820608139038
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266511dc3604f481bcb4bd.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266511dc3604f481bcb4bd.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.        ,
       0.00024414]), 'sampling_rate': 8000}",hola llamaba para ver si podía cambiar la dirección postal de la domiciliación bancaria,Hello I was calling to see if I could change the postal address of the direct debit,1,5,0.826646089553833,3.8942902088165283
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266364c7abb7f83213828c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266364c7abb7f83213828c.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",hola que ya también mi dirección en el banco porque me he mudado aunque cambio de dirección,"Hello, my address is also in the bank because I have moved although I change my address",1,5,0.7638660669326782,5.120083570480347
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266427c7abb7f8321382fb.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266427c7abb7f8321382fb.wav', 'array': array([ 0.00024414, -0.00024414,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hola buenas noches mira tengo una cuenta y bueno tengo una dirección asociada y por lo que me gustaría cambiar la dirección que tengo asociada a dicho cuántas que posible,hello good evening look I have an account and well I have an associated address and so I would like to change the address that I have associated to said how many that possible,1,5,0.7683862447738647,10.162330150604248
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266469dc3604f481bcb42e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266469dc3604f481bcb42e.wav', 'array': array([ 0.        ,  0.00024414, -0.00024414, ...,  0.        ,
        0.        ,  0.00024414]), 'sampling_rate': 8000}",hola buenas tardes le llamaba porque quería cambiar mi dirección y quería saber cuál es el trámite a seguir para realizar el cambio de dirección,"Hello, good afternoon, I called you because I wanted to change my address and I wanted to know what is the procedure to follow to make the change of address",1,5,0.8933706283569336,6.404725790023804
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60266202c7abb7f8321381cb.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60266202c7abb7f8321381cb.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",hola quiero cambiar dirección,hello I want to change address,1,5,0.8189271688461304,2.1655197143554688
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\602663eac421a821df7c171f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\602663eac421a821df7c171f.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00073242, -0.0012207 ]), 'sampling_rate': 8000}",pues alguien que quiere cambiar la dirección que tiene enlazada con la cuenta de su banco,"Well, someone who wants to change the address linked to their bank account",1,5,0.9029805064201355,3.3212387561798096
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\6026640adc3604f481bcb3ed.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\6026640adc3604f481bcb3ed.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hola buenos días llamaba porque quiero cambiar mi dirección ya tiene mudado y quiero recibir correspondencia mi nuevo domicilio muchas gracias,"Hello, good morning, I was calling because I want to change my address, I have already moved and I want to receive correspondence, my new address, thank you very much",1,5,0.8752906918525696,8.321126461029053
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\602661d6cfa37e1cf217af5c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\602661d6cfa37e1cf217af5c.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",hola quiero cambiar mi dirección de residencia por favor,hello I want to change my residence address please,1,5,0.8724839091300964,2.800758123397827
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\6026630ddc3604f481bcb3a5.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\6026630ddc3604f481bcb3a5.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",buenos días quería cambiar mi dirección para lo de la,good morning I wanted to change my address for the,1,5,0.726842999458313,2.281524896621704
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60265f9fc421a821df7c16d4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60265f9fc421a821df7c16d4.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00048828,
       0.        ]), 'sampling_rate': 8000}",quiero cambiar mi dirección,I want to change my address,1,5,0.7537948489189148,1.2089667320251465
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\es-ES~ADDRESS\60265f89c7abb7f832138145.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\es-ES~ADDRESS\\60265f89c7abb7f832138145.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.0012207 , -0.00146484]), 'sampling_rate': 8000}",hola mi morado y mi dirección,hello my purple and my address,1,5,0.8705479502677917,1.8220155239105225
